path,commit,exists,git_blob_sha,content_sha256,is_generation_lock_source_commit,history_first_line,history_latest_line
upgrade_v2/l2r_task_context/repair_collection.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,False,,,True,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/l2r_task_context/repair_collection.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,8566ddc23e55e05058992394d47bebdea639957d,6c1d5858c2802623c05625385851bca763495be29f80d5d904e18282a39df6fb,False,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/l2r_task_context/repair_collection.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,8566ddc23e55e05058992394d47bebdea639957d,6c1d5858c2802623c05625385851bca763495be29f80d5d904e18282a39df6fb,False,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/l2r_task_context/repair_collection.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,8566ddc23e55e05058992394d47bebdea639957d,6c1d5858c2802623c05625385851bca763495be29f80d5d904e18282a39df6fb,False,236cdf7e1203b15c2565a4715b238e8f64a3a992	2026-09-10T01:54:56+08:00	research: separate L2RAR2 online hold states,668e581b0de9e60373f64107aa15b7e3b8c92b3a	2026-09-10T02:33:03+08:00	research: complete L2RAR2 repair validation
upgrade_v2/l2r_task_context/collector.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,True,4970dfb0a3a9cdafa47eb8b69514f7fc3b8e6e3f,27123bf580d0fcd4901b681fb9099ba57bfa1f151886272ac822754833d2c146,True,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/collector.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,4970dfb0a3a9cdafa47eb8b69514f7fc3b8e6e3f,27123bf580d0fcd4901b681fb9099ba57bfa1f151886272ac822754833d2c146,False,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/collector.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,4970dfb0a3a9cdafa47eb8b69514f7fc3b8e6e3f,27123bf580d0fcd4901b681fb9099ba57bfa1f151886272ac822754833d2c146,False,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/collector.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,4970dfb0a3a9cdafa47eb8b69514f7fc3b8e6e3f,27123bf580d0fcd4901b681fb9099ba57bfa1f151886272ac822754833d2c146,False,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/io.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,True,1935ee3348c978b281828f08fc6972b45430028b,7611bcd8e49fda77c321140f829ff3d9f453a3f103ca949521bd6e242fa6cda9,True,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/io.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,1935ee3348c978b281828f08fc6972b45430028b,7611bcd8e49fda77c321140f829ff3d9f453a3f103ca949521bd6e242fa6cda9,False,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/io.py,54d3e95ff84cbab0e9305b08378ae7190a8e6c71,True,1935ee3348c978b281828f08fc6972b45430028b,7611bcd8e49fda77c321140f829ff3d9f453a3f103ca949521bd6e242fa6cda9,False,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_task_context/io.py,ab342f8a5a04871b7d535c7b9190574cfce2cb94,True,1935ee3348c978b281828f08fc6972b45430028b,7611bcd8e49fda77c321140f829ff3d9f453a3f103ca949521bd6e242fa6cda9,False,17d3b5af415528befb8d2970154591d1e4e9d58c	2026-09-09T16:19:59+08:00	research: evaluate task-conditioned retry semantics,d1ccff70a8ca7708997b74267b71db806a632afd	2026-09-09T17:17:29+08:00	research: correct L2RA-R2 lifecycle and evaluation denominators
upgrade_v2/l2r_hold_evidence/probe_adapter.py,f5e16da903bb7d64a26eac6163d41030a2fbcee7,True,7ddac0053c531b28893a1a2fc1a629bafb7c03f0,b388b694ae7faea4225ff595c45e21ca463060663c83e476cf8daf9309027404,True,c6cd11b9681ca3c3c3553df969830dad271e26e5	2026-09-09T01:18:49+08:00	research: investigate hold evidence for L2RA ambiguity,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
upgrade_v2/l2r_hold_evidence/probe_adapter.py,668e581b0de9e60373f64107aa15b7e3b8c92b3a,True,7ddac0053c531b28893a1a2fc1a629bafb7c03f0,b388b694ae7faea4225ff595c45e21ca463060663c83e476cf8daf9309027404,False,c6cd11b9681ca3c3c3553df969830dad271e26e5	2026-09-09T01:18:49+08:00	research: investigate hold evidence for L2RA ambiguity,3d5c0b49e052499c9add6f22f147d4616f274c07	2026-09-09T12:43:30+08:00	Implement L2RA-R1.7 attempt lifecycle interface
